,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space"
05/06/2022 22:32:13,11.71875,10.15625,5.46875,13.28125,10.15625,61,64,62,62,63,3409.71558,3409.71558,3409.71558,3409.71558,18.4730377,6.276189,0.314703643,1.96870172,100.285751,15.8764038,5.06199646,26.82177,54,139,405.000031,278,19,2,0,13,4096,125.328125,3970.67188,3.05976868,0.9765625,805.664063,29,11.9908752
05/06/2022 22:32:14,3.90625,6.25,3.90625,17.96875,8.0078125,62,63,62,62,63,3409.7168,3510.00269,3209.14526,3209.14526,17.3044376,5.308361,0.312958449,1.94265652,100.285789,15.84922,5.05332947,26.8304367,54,139,405.000031,278,19,2,0,13,4096,125.328125,3970.67188,3.05976868,1.953125,805.664063,29,11.9908752
05/06/2022 22:32:15,7.8125,7.03125,4.6875,15.625,8.7890625,61,64,61,61,64,3309.43018,3309.43018,3309.43018,3309.43018,17.2593117,5.208804,0.311880231,1.942759,100.285759,15.8455429,5.05215454,26.8316116,54,139,405.000031,278,19,2,0,13,4096,125.328125,3970.67188,3.05976868,2.9296875,688.476563,29,11.9908752
05/06/2022 22:32:16,14.0625,15.625,12.5,21.09375,15.8203125,65,67,65,64,67,3409.71655,3409.71655,3409.71655,3409.71655,21.07361,8.799578,0.3782777,2.148364,100.285782,15.8404388,5.05052948,26.8332367,54,139,405.000031,278,37,12,0,14,4096,128.078125,3967.92188,3.12690735,414.0625,853.5156,29,11.9908752
05/06/2022 22:32:17,21.09375,19.53125,15.625,28.90625,21.2890625,66,67,65,63,67,3409.71558,3409.71558,3409.71558,3409.71558,24.2854538,11.6698494,0.491084933,2.45300913,100.285751,15.837738,5.04966736,26.8340988,54,139,405.000031,278,37,13,0,14,4096,128.078125,3967.92188,3.12690735,416.9922,853.5156,29,11.9908752
05/06/2022 22:32:18,14.84375,17.96875,12.5,28.125,18.359375,62,65,62,63,65,3510.00244,3409.7168,3510.00244,3510.00244,21.1906033,8.857572,0.425160974,2.27109218,100.285789,15.8376236,5.049629,26.834137,54,139,405.000031,278,20,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,805.664063,29,11.9908752
05/06/2022 22:32:19,6.25,7.8125,5.46875,19.53125,9.765625,60,62,60,59,62,2707.71558,2707.71558,2707.71558,2707.71558,17.2244072,5.158678,0.313870281,1.94631517,100.285759,15.8241577,5.04533768,26.8384285,54,139,405.000031,278,19,3,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,741.210938,29,11.9908752
05/06/2022 22:32:20,7.8125,6.25,4.6875,15.625,8.59375,61,64,61,61,63,3510.0022,3409.71631,3409.71631,3510.0022,17.25028,5.15545034,0.324400276,1.946644,100.285774,15.8301392,5.047245,26.8365211,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,806.6406,29,11.9908752
05/06/2022 22:32:21,10.15625,7.8125,6.25,10.9375,8.7890625,61,63,60,61,63,3409.716,3409.716,3409.716,3409.716,17.7475948,5.710791,0.315943867,1.95489109,100.285767,15.8231888,5.04502869,26.8387375,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,0.9765625,805.664063,29,11.9908752
05/06/2022 22:32:22,4.6875,9.375,4.6875,15.625,8.59375,61,63,60,60,63,3108.859,3108.859,3108.859,3108.859,17.98091,5.828765,0.3211833,1.97858155,100.285774,15.8262024,5.04599,26.8377762,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,429.6875,29,11.9908752
05/06/2022 22:32:23,9.375,15.625,7.8125,17.1875,12.5,62,63,60,61,64,3409.716,3409.716,3409.716,3409.716,19.2403278,7.051365,0.337366819,2.02842951,100.285767,15.8082352,5.04026031,26.8435059,54,139,405.000031,278,20,3,0,13,4096,125.578125,3970.42188,3.06587219,2.9296875,805.664063,29,11.9908752
05/06/2022 22:32:24,12.5,12.5,10.9375,14.84375,12.6953125,61,65,61,62,65,3409.71582,3409.71582,3409.71582,3409.71582,20.56603,8.275096,0.347596735,2.06501222,100.285759,15.7500839,5.021721,26.8620453,54,139,405.000031,278,20,3,0,13,4096,125.578125,3970.42188,3.06587219,2.9296875,799.8047,29,11.9908752
05/06/2022 22:32:25,8.59375,8.59375,2.34375,15.625,8.7890625,61,63,60,60,63,3409.71655,3409.71655,3409.71655,3108.85913,18.3041134,6.24578428,0.327174485,1.98365676,100.285782,15.792366,5.035202,26.8485641,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,0,805.664063,29,11.9908752
05/06/2022 22:32:26,17.1875,16.40625,13.28125,25.78125,18.1640625,67,69,66,66,69,3409.71582,3409.71582,3510.00146,3409.71582,21.8690319,9.478771,0.429635257,2.24286628,100.285759,15.799202,5.03738,26.846386,54,139,405.000031,278,38,13,0,14,4096,128.078125,3967.92188,3.12690735,416.015625,853.5156,29,11.9908752
05/06/2022 22:32:27,26.7237072,25.78125,25.78125,29.6875,26.99343,66,67,65,63,67,3108.85913,3108.85913,3108.85913,3108.85913,25.7294617,12.8410578,0.617402732,2.574165,100.285774,15.8067932,5.03980255,26.8439636,54,139,405.000031,278,37,13,0,14,4096,128.078125,3967.92188,3.12690735,228.515625,668.9453,29,11.9909592
05/06/2022 22:32:28,15.5408621,17.96875,10.9375,25.78125,17.55709,59,62,59,59,62,2106.00024,2106.00024,2106.00024,2106.00024,18.20442,5.8603425,0.411448717,2.219557,100.285728,15.8214417,5.04447174,26.8392944,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,0.9765625,806.6406,29,11.9909592
05/06/2022 22:32:29,5.46875,4.6875,4.6875,17.1875,8.0078125,60,63,61,61,63,3309.4314,3309.4314,3309.4314,3309.4314,16.7057171,4.64853954,0.313033372,1.93522,100.2858,15.8065491,5.03972244,26.8440437,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,426.7578,29,11.9909592
05/06/2022 22:32:30,6.25,6.25,4.6875,17.96875,8.7890625,61,63,60,60,63,3108.85938,3409.71655,3409.71655,3409.71655,17.990118,5.875173,0.3284924,1.98136628,100.285782,15.8079834,5.04018,26.843586,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,706.0547,29,11.9909592
05/06/2022 22:32:31,6.25,5.46875,5.46875,15.625,8.203125,63,64,62,61,64,3409.71582,3409.71582,3409.71582,3409.71582,18.5841827,6.349581,0.341430217,2.00530982,100.285759,15.8047714,5.039158,26.8446083,54,139,405.000031,278,21,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,806.6406,29,11.9909592
05/06/2022 22:32:32,5.46875,8.59375,5.46875,14.84375,8.59375,60,63,60,60,63,2808.00146,2808.00146,2808.00146,2808.00146,17.5091419,5.354496,0.328314126,2.00882173,100.285767,15.79657,5.036541,26.8472252,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,805.664063,29,11.9909592
05/06/2022 22:32:33,8.59375,3.90625,6.25,14.0625,8.203125,62,64,61,61,64,3409.7168,3409.7168,3610.28833,3510.00244,17.9211636,5.84581852,0.321371734,1.98378956,100.285789,15.7883,5.033905,26.8498611,54,139,405.000031,278,20,2,0,13,4096,125.578125,3970.42188,3.06587219,0.9765625,805.664063,29,11.9909592
05/06/2022 22:32:34,8.59375,5.46875,3.125,14.0873013,7.818699,61,64,61,61,64,3409.71558,3409.71558,3409.71558,3409.71558,18.4021664,6.28242159,0.3262741,1.97535741,100.285751,15.7773743,5.030422,26.853344,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,1.953125,665.039063,29,11.9909592
05/06/2022 22:32:35,6.25,3.90625,7.8125,17.1634617,8.783054,61,64,62,62,64,3409.71582,3409.71582,3409.71582,3409.71582,17.4916878,5.392857,0.321777076,1.96196914,100.285759,15.7776871,5.03052139,26.8532448,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,2.9296875,596.6797,29,11.9909592
05/06/2022 22:32:36,14.84375,15.625,15.625,27.34375,18.359375,67,69,66,65,69,3409.71655,3409.71655,3409.71655,3409.71655,22.2489185,9.817194,0.437882423,2.24562,100.285782,15.7679291,5.0274086,26.8563576,54,139,405.000031,278,37,12,0,14,4096,128.078125,3967.92188,3.12690735,415.039063,853.5156,29,11.9909592
05/06/2022 22:32:37,22.65625,19.53125,19.53125,31.25,23.2421875,67,68,65,65,68,3108.859,3108.859,3108.859,3108.859,25.0762653,12.3951607,0.546286,2.52047467,100.285767,15.85247,5.05436325,26.8294029,54,139,405.000031,278,37,13,0,14,4096,128.078125,3967.92188,3.12690735,416.9922,853.5156,29,11.9909592
05/06/2022 22:32:38,15.625,18.75,11.71875,16.40625,15.625,58,61,58,57,61,902.5712,902.5712,902.5712,902.5712,15.8885612,4.01153851,0.161926389,1.711549,100.28569,15.8551559,5.05522156,26.8285446,54,139,405.000031,278,1,0,0,0,4096,128.078125,3967.92188,3.12690735,1.953125,0,29,11.9909592
05/06/2022 22:32:39,7.8125,9.375,8.59375,9.375,8.7890625,58,60,58,58,60,1103.14343,1103.14343,1103.14343,1103.14343,12.8115215,1.34632576,0.00930527,1.32483792,100.285767,15.84256,5.05120468,26.8325615,54,139,405.000031,278,1,0,0,0,4096,128.078125,3967.92188,3.12690735,1.953125,0,29,11.9909592
05/06/2022 22:32:40,5.46875,9.375,10.15625,13.28125,9.5703125,57,60,58,57,60,1203.42944,1203.42944,1203.42944,1203.42944,12.5576935,1.16569221,0.0111938752,1.31616735,100.285789,15.8567276,5.05572128,26.8280449,54,139,405.000031,278,1,0,0,0,4096,128.078125,3967.92188,3.12690735,1.953125,0,29,11.9909592
05/06/2022 22:32:41,7.03125,10.15625,8.59375,8.59375,8.59375,57,60,58,58,60,1805.14465,1805.14465,1805.14465,1805.14465,12.9535847,1.46817839,0.009201035,1.36199844,100.285812,15.85627,5.05557632,26.82819,53,139,405.000031,278,1,0,0,0,4096,128.078125,3967.92188,3.12690735,0,0,29,11.9909592
05/06/2022 22:32:42,4.6875,10.15625,6.25,10.15625,7.8125,58,60,57,57,60,1504.2865,1504.2865,1504.2865,1504.2865,13.20771,1.65656316,0.0101751536,1.3681668,100.285774,15.8530273,5.05454254,26.8292236,53,139,405.000031,278,1,0,0,0,4096,128.078125,3967.92188,3.12690735,0.9765625,0,29,11.9909592
05/06/2022 22:32:43,10.2941151,13.2352943,6.617647,16.1764736,11.5808849,61,62,59,58,62,3510.003,3510.003,3409.717,3510.003,14.5370283,2.83349824,0.1044196,1.49339938,100.2858,15.8322067,5.047905,26.8358612,53,139,405.000031,278,1,0,0,0,4096,125.578125,3970.42188,3.06587219,2.9296875,507.8125,29,11.9909592
05/06/2022 22:32:44,14.9999981,12.5,5.833334,25,14.5833311,60,63,60,60,63,3108.859,3108.859,3108.859,3108.859,19.3622112,7.05666971,0.451369882,2.061002,100.285767,15.8298264,5.047146,26.83662,53,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,2.9296875,806.6406,29,11.9909592
05/06/2022 22:32:45,6.25,7.03125,7.8125,20.3125,10.3515625,61,64,61,60,64,3510.002,3409.71631,3510.002,3510.002,17.6108284,5.480934,0.3158519,2.01812863,100.285774,15.8362732,5.049202,26.8345642,53,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,0.9765625,805.664063,29,11.9909592
05/06/2022 22:32:46,14.0625,17.96875,13.28125,25,17.578125,66,68,65,65,68,3409.716,3409.716,3409.716,3409.716,21.4978714,9.19928551,0.3959219,2.21302152,100.285767,15.8412323,5.05078125,26.8329849,53,139,405.000031,278,36,13,0,14,4096,128.078125,3967.92188,3.12690735,208.984375,651.3672,29,11.9909592
05/06/2022 22:32:47,20.3125,23.4375,21.875,28.125,23.4375,65,67,64,63,67,3409.716,3409.716,3409.716,3409.716,23.703476,11.103241,0.4833143,2.46013045,100.285767,15.8406677,5.050602,26.8331642,53,139,405.000031,278,37,13,0,14,4096,128.078125,3967.92188,3.12690735,218.75,853.5156,29,11.9909592
05/06/2022 22:32:48,19.53125,19.53125,12.5,25.78125,19.3359375,62,63,62,60,63,3409.71143,3409.71143,3409.71143,3409.71143,20.5748177,8.143064,0.476406932,2.30293584,100.285629,15.8379745,5.04974365,26.8340225,53,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,806.6406,29,11.9909592
05/06/2022 22:32:49,14.0625,8.59375,3.90625,21.09375,11.9140625,66,68,69,65,69,3409.721,3510.00684,3409.721,3409.721,19.4532547,7.18353271,0.364646018,2.05742168,100.285912,15.8170013,5.04305649,26.84071,53,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,0.9765625,753.90625,29,11.9909592
05/06/2022 22:32:50,51.5625,56.25,41.40625,52.34375,50.390625,82,81,79,75,82,3409.716,3409.716,3409.716,3409.716,36.3207779,22.9459438,0.509576559,2.76138163,100.285767,15.9753342,5.09354,26.790226,53,139,405.000031,278,16,2,0,10,4096,128.078125,3967.92188,3.12690735,0.9765625,403.3203,29,11.9909592
05/06/2022 22:32:51,35.9375,39.84375,39.0625,44.53125,39.84375,64,66,64,64,66,3409.71582,3409.71582,3409.71582,3409.71582,24.9954166,12.0692625,0.47038734,2.42409658,100.285759,16.0449753,5.11574173,26.7680244,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,1.953125,806.6406,29,11.9909592
05/06/2022 22:32:52,8.59375,3.125,3.90625,18.75,8.59375,62,65,62,63,65,3409.71582,3510.00171,3409.71582,3409.71582,21.2783165,8.437622,0.7804761,2.2526896,100.285759,16.0400085,5.11415863,26.7696075,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,675.78125,29,11.9909592
05/06/2022 22:32:53,36.71875,34.375,32.8125,41.40625,36.328125,74,77,69,73,78,3409.71655,3409.71655,3409.71655,3409.71655,28.0799236,14.783617,0.7892326,2.62222981,100.285782,16.1821823,5.15948868,26.7242775,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,0.9765625,805.664063,29,11.9909592
05/06/2022 22:32:54,42.96875,39.0625,31.25,47.65625,40.234375,63,65,62,62,66,3409.71655,3409.71655,3409.71655,3409.71655,25.5423069,11.9239817,1.24455559,2.72139215,100.285782,16.2210388,5.171879,26.7118874,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,0.9765625,805.664063,29,11.9909592
05/06/2022 22:32:55,10.9375,5.46875,5.46875,21.09375,10.7421875,64,66,63,63,65,3409.71069,3409.71069,3409.71069,3409.71069,21.1799717,7.61669636,1.464225,2.40081286,100.285606,16.20211,5.165844,26.7179222,54,139,405.000031,278,19,2,0,13,4096,125.578125,3970.42188,3.06587219,2.9296875,806.6406,29,11.9909592
05/06/2022 22:32:56,19.53125,19.53125,24.21875,27.34375,22.65625,80,76,76,69,80,3409.72119,3409.72119,3409.72119,3409.72119,25.1815968,11.2801743,1.46083033,2.703345,100.285919,16.239502,5.177765,26.7060013,54,139,405.000031,278,36,12,0,14,4096,128.078125,3967.92188,3.12690735,357.421875,853.5156,29,11.9909592
05/06/2022 22:32:57,50,62.5,49.21875,53.125,53.7109375,73,82,72,73,81,3409.71729,3409.71729,3409.71729,3409.71729,34.2595863,20.3602657,1.055945,3.092498,100.285805,16.3327789,5.20750427,26.6762619,54,139,405.000031,278,37,13,0,14,4096,128.078125,3967.92188,3.12690735,416.9922,853.5156,29,11.99131
05/06/2022 22:32:58,31.25,38.28125,25,28.90625,30.859375,67,70,66,73,73,3409.71582,3409.71582,3409.71582,3409.71582,29.8869171,17.1279945,0.422280282,2.2735815,100.285759,16.3364716,5.208683,26.6750832,54,139,405.000031,278,7,1,0,4,4096,128.078125,3967.92188,3.12690735,1.953125,403.3203,29,11.99131
05/06/2022 22:32:59,22.65625,39.0625,35.15625,42.96875,34.9609375,72,85,77,72,85,3409.716,3409.716,3409.716,3510.00171,33.30165,20.5643635,0.3359802,2.24695086,100.285767,16.38308,5.22354126,26.6602249,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,679.6875,29,11.99131
05/06/2022 22:33:00,21.875,46.09375,31.25,32.8125,33.0078125,80,73,69,70,78,3409.716,3409.716,3409.716,3409.716,32.32186,19.6098442,0.363518,2.23837376,100.285767,16.3990479,5.228634,26.6551323,54,139,405.000031,278,19,2,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,806.6406,29,11.99131
05/06/2022 22:33:01,39.0625,21.875,21.09375,26.5625,27.1484375,73,76,68,67,76,3409.716,3409.716,3409.716,3409.716,30.0329113,17.04743,0.372443855,2.2723403,100.285767,16.41166,5.23265457,26.6511116,54,139,405.000031,278,20,2,0,14,4096,128.078125,3967.92188,3.12690735,0.9765625,805.664063,29,11.99131
05/06/2022 22:33:02,14.84375,7.03125,4.6875,13.28125,9.9609375,61,62,59,59,62,2306.57227,2707.715,3409.71533,3409.71533,16.618557,4.531989,0.208975032,1.823932,100.285751,16.4438248,5.24291229,26.6408539,54,139,405.000031,278,10,1,0,6,4096,128.078125,3967.92188,3.12690735,1.953125,403.3203,29,11.99131
05/06/2022 22:33:03,30.46875,26.5625,17.1875,27.34375,25.390625,72,75,72,72,76,3409.7168,3409.7168,3510.00244,3409.7168,28.52676,15.9621964,0.343941748,2.2778964,100.285782,16.490303,5.25772858,26.6260376,55,139,405.000031,278,20,2,0,13,4096,125.328125,3970.67188,3.05976868,2.9296875,806.6406,29,11.99131
05/06/2022 22:33:04,50.78125,45.3125,39.0625,35.9375,42.7734375,74,76,74,72,76,3509.9978,3509.9978,3409.71216,3409.71216,33.2198029,18.8262253,1.50561893,3.09275818,100.285652,17.071579,5.443062,26.4407043,55,139,405.000031,278,14,2,0,9,4096,125.328125,3970.67188,3.05976868,1.953125,827.148438,29,11.99131
05/06/2022 22:33:05,30.46875,37.5,39.84375,44.53125,38.0859375,83,77,72,74,83,3510.00537,3409.71948,3409.71948,3510.00537,36.249054,21.5960236,1.78149426,3.05548787,100.285873,17.1166458,5.457432,26.4263344,55,139,405.000031,278,19,2,0,13,4096,125.328125,3970.67188,3.05976868,0.9765625,805.664063,29,11.99131
05/06/2022 22:33:06,39.84375,44.53125,45.3125,42.96875,43.1640625,80,80,79,77,80,3409.71655,3409.71655,3409.71655,3409.71655,38.69642,23.6572132,2.285275,3.48796129,100.285782,17.142189,5.465576,26.41819,55,139,405.000031,278,31,11,0,11,4096,128.078125,3967.92188,3.12690735,416.015625,450.1953,29,11.99131
05/06/2022 22:33:07,42.96875,53.125,42.1875,50.78125,47.265625,77,79,83,76,83,3409.71655,3409.71655,3209.145,3409.71655,37.9910545,22.83491,2.48505425,3.602327,100.285782,17.1751938,5.476097,26.40767,55,139,405.000031,278,33,12,0,11,4096,128.078125,3967.92188,3.12690735,416.9922,853.5156,29,11.99131
05/06/2022 22:33:08,35.15625,21.09375,24.21875,34.375,28.7109375,66,67,64,65,68,3409.71582,3409.71582,3409.71582,3409.71582,29.8941727,15.6081953,1.57218611,3.13517118,100.285759,16.9805145,5.414028,26.469738,55,139,405.000031,278,19,3,0,14,4096,128.078125,3967.92188,3.12690735,1.953125,624.023438,29,11.99131
05/06/2022 22:33:09,6.25,6.25,8.59375,16.40625,9.375,62,65,62,63,65,3309.43042,3309.43042,3309.43042,3309.43042,19.0415974,6.14036036,0.8339852,2.33243346,100.285774,16.9805679,5.41404343,26.4697227,55,139,405.000031,278,18,2,0,13,4096,128.078125,3967.92188,3.12690735,0,806.6406,29,11.99131
05/06/2022 22:33:10,10.9375,4.6875,5.46875,10.9375,8.0078125,64,66,62,64,66,3409.714,3409.714,3409.714,3409.714,20.42925,7.003704,1.10974836,2.58502126,100.285713,16.9870377,5.416107,26.467659,55,139,405.000031,278,20,3,0,14,4096,128.078125,3967.92188,3.12690735,0.9765625,805.664063,29,11.99131
05/06/2022 22:33:11,19.53125,9.375,7.8125,10.15625,11.71875,66,68,63,64,67,3409.71729,3409.71729,3409.71729,3409.71729,21.8635063,8.209049,1.32349479,2.75319529,100.2858,16.98043,5.41400146,26.4697647,55,139,405.000031,278,19,3,0,13,4096,128.078125,3967.92188,3.12690735,2.9296875,806.6406,29,11.99131
05/06/2022 22:33:12,21.09375,16.40625,7.8125,13.28125,14.6484375,65,67,64,64,67,2406.85034,2406.85034,3209.134,3409.70483,23.2136517,9.351395,1.52087414,2.7665956,100.285439,16.9680023,5.410038,26.4737282,55,139,405.000031,278,17,2,0,12,4096,128.078125,3967.92188,3.12690735,2.9296875,918.9453,29,11.99131
05/06/2022 22:33:13,16.40625,11.71875,5.46875,15.625,12.3046875,63,65,62,63,65,3409.72729,3409.72729,3409.72729,3409.72729,20.634201,6.99925,1.36284661,2.54661131,100.286095,16.959053,5.4071846,26.4765816,55,139,405.000031,278,19,2,0,13,4096,125.828125,3970.17188,3.07197571,0.9765625,438.476563,29,11.99131
05/06/2022 22:33:14,8.59375,11.71875,7.8125,18.75,11.71875,66,68,64,66,68,3409.7168,3409.7168,3409.7168,3409.7168,22.5304852,8.573863,1.75115073,2.828919,100.285789,16.93599,5.39983,26.4839363,55,139,405.000031,278,19,2,0,13,4096,125.828125,3970.17188,3.07197571,0.9765625,806.6406,29,11.99131
05/06/2022 22:33:15,6.25,13.28125,7.03125,30.46875,14.2578125,66,68,64,65,68,3409.71582,3409.71582,3409.71582,3409.71582,23.844326,9.160347,2.25568438,3.09517455,100.285759,16.9189,5.39438248,26.4893837,55,139,405.000031,278,20,3,0,13,4096,125.828125,3970.17188,3.07197571,0.9765625,806.6406,29,11.99131
05/06/2022 22:33:16,13.28125,21.09375,17.1875,27.442955,19.7513638,70,71,68,68,71,3409.717,3409.717,3409.717,3409.717,28.0797558,13.14342,2.38122129,3.352077,100.2858,16.90915,5.3912735,26.4924927,55,139,405.000031,278,36,12,0,14,4096,128.078125,3967.92188,3.12690735,416.9922,853.5156,29,11.99131
05/06/2022 22:33:17,34.375,30.46875,28.90625,42.6923027,34.1105766,67,68,65,64,69,2005.71375,902.5712,1303.714,2105.99951,25.7252216,11.08149,2.072081,3.36198974,100.28569,16.91745,5.393921,26.4898453,56,139,405.000031,278,32,11,0,12,4096,131.828125,3964.17188,3.21846,208.984375,450.1953,29,11.99131
05/06/2022 22:33:18,35.15625,26.5625,23.4375,31.25,29.1015625,67,67,63,63,68,3510.00439,3409.71851,3510.00439,3510.00439,20.78636,7.12069225,1.33419633,2.96356654,100.285835,16.95324,5.40533066,26.4784355,56,139,405.000031,278,20,2,0,13,4096,131.828125,3964.17188,3.21846,0.9765625,806.6406,29,11.99131
05/06/2022 22:33:19,14.0625,15.625,7.03125,15.625,13.0859375,73,75,66,68,75,3409.71582,3409.71582,3510.00171,3409.71582,23.15111,9.396526,1.40967751,2.835048,100.285759,16.962616,5.40832138,26.4754448,56,139,405.000031,278,20,2,0,13,4096,131.828125,3964.17188,3.21846,0,403.3203,29,11.99131
05/06/2022 22:33:20,26.5625,20.3125,12.5,7.03125,16.6015625,67,69,65,64,69,3510.0022,3409.71655,3409.71655,3409.71655,24.84678,10.4653387,1.92757165,2.85901451,100.285782,16.969223,5.410427,26.47334,56,139,405.000031,278,19,2,0,13,4096,131.828125,3964.17188,3.21846,0.9765625,806.6406,29,11.99131
05/06/2022 22:33:21,17.96875,7.8125,7.03125,11.71875,11.1328125,65,67,65,64,67,3309.43018,3309.43018,3309.43018,3309.43018,22.1433678,8.356592,1.60582316,2.61347556,100.285767,16.9652557,5.40916061,26.4746056,56,139,405.000031,278,19,2,0,13,4096,131.828125,3964.17188,3.21846,1.953125,805.664063,29,11.99131
05/06/2022 22:33:22,11.71875,7.8125,7.03125,9.375,8.984375,63,66,63,63,67,3209.14429,3209.14429,2908.287,2908.287,15.1034231,7.427883,1.44152427,2.64015055,100.285759,16.9291534,5.39765167,26.4861145,57,1354.00012,3504.00024,2708.00024,4,0,0,3,4096,131.828125,3964.17188,3.21846,2.9296875,806.6406,29,11.99131
05/06/2022 22:33:23,14.84375,10.9375,7.8125,10.9375,11.1328125,65,68,63,65,68,3409.7168,3510.00244,3409.7168,3409.7168,14.9660444,8.093466,2.00331473,2.84145069,100.285789,16.9288483,5.3975563,26.48621,57,1354.00012,3504.00024,2708.00024,5,0,0,3,4096,125.328125,3970.67188,3.05976868,2.9296875,594.726563,29,11.99131
05/06/2022 22:33:24,9.375,9.375,4.6875,10.15625,8.3984375,63,66,63,63,66,3108.8584,3108.8584,3108.8584,3409.71582,13.0900126,6.43075848,1.830833,2.799306,100.285759,16.9178238,5.394039,26.489727,57,1354.00012,3504.00024,2708.00024,5,0,0,3,4096,125.328125,3970.67188,3.05976868,1.953125,805.664063,29,11.99131
05/06/2022 22:33:25,14.84375,12.5,10.15625,11.71875,12.3046875,67,68,64,63,68,3209.14478,3209.14478,3409.71631,3510.002,13.5611315,7.53309155,1.37618911,2.46925926,100.285774,16.9110184,5.39186859,26.4918976,57,885.500061,3504.00024,1771.00012,5,0,0,3,4096,125.328125,3970.67188,3.05976868,0.9765625,805.664063,29,11.99131
05/06/2022 22:33:26,15.625,13.28125,10.9375,10.9375,12.6953125,71,71,68,67,71,3108.85864,3108.85864,3108.85864,3108.85864,15.5016766,9.158065,1.47467554,2.82635617,100.285759,16.9068527,5.390541,26.4932251,57,885.500061,3504.00024,1771.00012,8,1,0,3,4096,128.078125,3967.92188,3.12690735,430.664063,853.5156,29,11.99131
05/06/2022 22:33:27,30.46875,32.8125,21.875,28.125,28.3203125,65,68,64,64,68,802.28595,802.28595,2005.71484,2406.85767,16.2861481,9.703707,1.66981351,3.12560153,100.285744,16.9058228,5.390213,26.4935532,57,885.500061,3504.00024,1771.00012,7,1,0,3,4096,131.828125,3964.17188,3.21846,426.7578,853.5156,29,11.9923325
05/06/2022 22:33:28,37.5,36.71875,29.0674572,48.90873,38.0487366,63,66,62,62,66,3510.0022,3510.0022,3510.0022,3510.0022,12.4178953,5.956146,1.54498661,2.967783,100.285774,16.9005585,5.38853455,26.4952316,57,721.000061,2504.988,1442.00012,5,0,0,3,4096,131.828125,3964.17188,3.21846,2.9296875,806.6406,29,11.9923325
