,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space"
05/06/2022 23:20:18,24.21875,32.8125,19.53125,17.1875,23.4375,76,71,64,65,76,3409.722,3409.722,3409.722,3409.722,28.64223,16.144783,0.146115169,1.4770484,100.285934,22.9681931,7.323124,24.5606422,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,116.210938,4.8828125,28,17.3684769
05/06/2022 23:20:19,28.90625,32.8125,20.3125,27.34375,27.34375,77,69,78,64,78,3409.72217,3610.29419,3409.72217,3409.72217,29.255518,16.8313942,0.09753619,1.407759,100.28595,22.8385239,7.28178024,24.6019859,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,119.140625,5.859375,28,17.3684769
05/06/2022 23:20:20,21.875,37.5,21.09375,30.46875,27.734375,65,69,81,64,80,3510.00732,3409.72144,3409.72144,3409.72144,29.3285236,16.9096661,0.0995843038,1.38869679,100.285927,22.733017,7.24814224,24.6356239,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,117.1875,4.8828125,28,17.3684769
05/06/2022 23:20:21,25,34.375,20.3125,16.40625,24.0234375,74,68,61,62,73,3409.72168,3409.72168,3409.72168,3409.72168,27.32235,14.8937492,0.09850221,1.42625892,100.285934,22.7450867,7.25199127,24.6317749,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,94.72656,4.8828125,28,17.3684769
05/06/2022 23:20:22,32.30769,41.53846,19.23077,13.8461533,26.73077,78,70,75,64,78,3409.72217,3409.72217,3409.72217,3409.72217,29.6889725,17.20131,0.09937978,1.61186659,100.285942,22.6840439,7.23252869,24.6512375,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,85.9375,4.8828125,28,17.3684769
05/06/2022 23:20:23,39.6825371,53.1746025,41.26984,38.0952377,43.0555573,65,73,63,63,72,3409.721,3409.721,3409.721,3409.721,33.8266144,21.2485065,0.106166117,1.884899,100.285904,22.7757416,7.26176453,24.6220016,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,112.304688,4.8828125,28,17.3684769
05/06/2022 23:20:24,14.0625,39.84375,17.1875,6.25,19.3359375,69,71,77,68,76,3409.723,3510.00879,3409.723,3409.723,28.4545326,15.9953585,0.102409787,1.46934211,100.285965,22.7603226,7.25684738,24.6269188,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,108.398438,5.859375,28,17.3684769
05/06/2022 23:20:25,16.40625,20.3125,22.65625,30.46875,22.4609375,72,66,74,63,74,3409.72168,3409.72168,3409.72168,3409.72168,27.326807,14.9119654,0.09843964,1.39993417,100.285927,22.9031677,7.302391,24.5813751,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,121.09375,5.859375,28,17.3684769
05/06/2022 23:20:26,14.84375,14.84375,29.6875,4.6875,16.015625,64,71,62,61,71,3409.72168,3409.72168,3409.72168,3409.72168,26.490284,14.026659,0.114073604,1.44877756,100.285927,23.15435,7.38248062,24.5012856,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,118.164063,4.8828125,28,17.3684769
05/06/2022 23:20:27,35.15625,46.875,20.3125,18.75,30.2734375,82,71,66,66,82,3510.0083,3409.72241,3409.72241,3409.72241,31.9348831,19.44871,0.09240279,1.59541488,100.28595,23.073822,7.356804,24.5269623,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,107.421875,4.8828125,28,17.3684769
05/06/2022 23:20:28,42.1875,15.625,16.40625,7.8125,20.5078125,75,67,68,64,76,3610.29346,3510.00757,3409.72168,3409.72168,27.9900055,15.542861,0.100647971,1.446906,100.285927,23.2653961,7.417885,24.4658813,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,96.67969,5.859375,28,17.3684769
05/06/2022 23:20:29,53.125,52.34375,51.5625,49.21875,51.5625,84,82,84,75,85,3409.722,3409.722,3309.43579,3309.43579,34.8738632,22.3992729,0.0799656957,1.681152,100.285934,23.3752975,7.45292664,24.43084,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,116.210938,2.9296875,28,17.3684769
05/06/2022 23:20:31,93.84615,96.92308,95.38461,93.84615,95,85,79,83,76,84,3409.722,3409.722,3409.722,3209.15015,41.9188766,29.341713,0.07182867,1.97727036,100.285942,23.62278,7.53183365,24.3519325,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,0,0,28,17.4987183
05/06/2022 23:20:32,91.40625,94.53125,92.1875,85.15625,90.82031,85,79,74,72,85,3409.72168,3409.72168,3409.72168,3409.72168,41.1142235,28.5912075,0.0739702955,1.88201737,100.285927,23.7314453,7.56647873,24.3172874,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,24.4140625,1.953125,28,17.4987183
05/06/2022 23:20:33,93.07692,93.84615,95.4545441,96.21212,94.64744,83,80,80,74,81,3409.72217,3409.72217,3409.72217,3409.72217,40.63757,28.1014786,0.0725631341,1.85663879,100.285942,23.7706451,7.57897568,24.30479,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,82.03125,4.8828125,28,17.4987183
05/06/2022 23:20:34,92.85714,92.06349,97.58065,95.1612854,94.41564,82,82,83,74,85,3409.72241,3409.72241,3409.72241,3409.72241,39.95535,27.4169273,0.07095298,1.77761447,100.28595,23.7879028,7.58448029,24.2992859,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,156.25,2.9296875,28,17.4987183
05/06/2022 23:20:35,89.0625,95.3125,89.84375,96.09375,92.578125,82,77,78,72,85,3409.72144,3409.72144,3409.72144,3409.72144,39.92591,27.4815311,0.07171689,1.66287565,100.285927,23.7969284,7.58735657,24.29641,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,135.742188,5.859375,28,17.4987183
05/06/2022 23:20:36,78.90625,75,67.1875,68.75,72.46094,73,76,67,66,76,3510.00732,3510.00732,3409.72144,3409.72144,34.9496346,22.470438,0.0788326561,1.60446548,100.285927,23.8664474,7.609524,24.2742424,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,134.765625,5.859375,28,17.4987183
05/06/2022 23:20:37,35.15625,28.90625,28.125,24.21875,29.1015625,66,74,70,64,72,3409.722,3510.00781,3409.722,3409.722,28.1214657,15.7018566,0.0891191438,1.42621446,100.285942,23.8457489,7.60292435,24.2808418,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,120.117188,4.8828125,28,17.4987183
05/06/2022 23:20:38,18.75,14.84375,15.625,21.875,17.7734375,64,66,64,76,76,3409.72217,3409.72217,3409.72217,3510.008,27.2396545,14.8161459,0.103118323,1.39379978,100.285942,23.8595734,7.60733032,24.2764359,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,17.4987183
05/06/2022 23:20:39,15.625,16.40625,16.40625,28.90625,19.3359375,68,67,81,70,70,3409.72144,3409.72144,3409.72144,3409.72144,27.7216377,15.3068781,0.09704394,1.42191482,100.285927,23.845787,7.602936,24.28083,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,28,17.4987183
05/06/2022 23:20:40,14.84375,17.96875,14.84375,28.90625,19.140625,65,80,62,63,80,3510.00781,3409.722,3409.722,3409.722,27.6394424,15.2043266,0.102513477,1.39053953,100.285934,23.8619919,7.608101,24.2756653,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,110.351563,5.859375,28,17.4987183
05/06/2022 23:20:41,26.5625,26.5625,14.0625,10.15625,19.3359375,69,71,71,63,71,3409.722,3409.722,3409.722,3409.722,27.5415745,15.0935411,0.09150147,1.5456624,100.285934,23.6040726,7.52586746,24.3578987,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,28,17.4987183
05/06/2022 23:20:42,21.09375,22.65625,20.3125,17.96875,20.5078125,67,67,62,67,67,3409.722,3409.722,3409.722,3409.722,24.4478054,12.0174866,0.0996489,1.44448316,100.285934,23.6164932,7.529827,24.35394,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,112.304688,4.8828125,28,17.4987183
05/06/2022 23:20:43,15.625,30.46875,21.09375,14.0625,20.3125,68,74,70,64,70,3409.72144,3409.72144,3510.00732,3510.00732,27.1170082,14.7060366,0.103486285,1.352705,100.285927,23.62371,7.53212738,24.3516388,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,104.492188,4.8828125,28,17.4987183
05/06/2022 23:20:44,19.5684547,28.90625,18.0183525,22.80506,22.3245258,65,78,63,63,78,3409.72217,3409.72217,3610.29419,3510.008,28.1346722,15.7076435,0.09430848,1.44065642,100.28595,23.6325455,7.53494644,24.34882,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,116.210938,4.8828125,28,17.4987183
05/06/2022 23:20:45,13.9423075,41.40625,17.1153851,7.776439,20.0600986,64,79,62,63,78,3409.72168,3510.00781,3409.72168,3409.72168,26.4600716,14.0231438,0.112349629,1.451056,100.285934,23.8414764,7.6015625,24.2822037,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,109.375,5.859375,28,17.4987183
05/06/2022 23:20:46,11.71875,41.40625,9.375,10.9375,18.359375,65,80,61,63,80,3409.72168,3409.72168,3409.72168,3409.72168,26.8705273,14.4030285,0.103678174,1.48585045,100.285934,23.6664276,7.54574966,24.3380165,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,109.375,4.8828125,28,17.4987183
05/06/2022 23:20:47,10.15625,42.96875,13.28125,5.46875,17.96875,64,74,61,63,73,3409.721,3510.00684,3510.00684,3409.721,26.5013771,14.0705042,0.103354149,1.45503926,100.285912,23.8693466,7.610447,24.27332,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,107.421875,5.859375,28,17.4987183
05/06/2022 23:20:48,14.84375,34.375,13.28125,9.375,17.96875,64,69,68,61,69,3409.72266,3409.72266,3409.72266,3409.72266,24.9300022,12.5413465,0.09967329,1.45773721,100.285957,24.02858,7.66121674,24.22255,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,28,17.4987183
05/06/2022 23:20:49,21.09375,42.1875,25,19.53125,26.953125,68,76,65,66,76,3409.72217,3510.008,3409.72217,3409.72217,30.01142,17.561657,0.09263442,1.53980339,100.285942,23.7629471,7.576523,24.3072433,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,80.078125,5.859375,28,17.4987183
05/06/2022 23:20:50,16.40625,38.28125,14.84375,17.1875,21.6796875,64,71,63,62,71,3409.72119,3409.72119,3409.72119,3409.72119,27.9603634,15.500967,0.100240804,1.52882445,100.285919,23.7176132,7.562069,24.3216972,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,116.210938,4.8828125,28,17.4987183
05/06/2022 23:20:51,17.96875,40.625,19.53125,14.84375,23.2421875,64,77,61,63,77,3409.72217,3409.72217,3409.72217,3510.008,27.9394684,15.4744959,0.0993443355,1.49302959,100.285942,23.7586517,7.57515335,24.3086128,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,104.492188,4.8828125,28,17.4987183
05/06/2022 23:20:52,22.65625,35.15625,13.28125,12.5,20.8984375,64,79,61,62,79,3409.72144,3409.72144,3409.72144,3409.72144,26.5638142,14.121254,0.101109892,1.49424052,100.285927,23.8149338,7.59309769,24.2906685,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,116.210938,4.8828125,28,17.4987183
05/06/2022 23:20:53,15.625,39.0625,11.71875,9.375,18.9453125,71,77,67,62,72,3409.72241,3409.72241,3409.72241,3409.72241,27.2398853,14.7954826,0.100373343,1.43367815,100.285957,23.8250732,7.59632874,24.2874374,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,122.070313,4.8828125,28,17.4987183
05/06/2022 23:20:54,11.71875,39.0625,17.1875,9.375,19.3359375,63,73,62,62,73,3409.72168,3409.72168,3510.00757,3409.72168,26.5495663,14.1492825,0.0911107659,1.41349924,100.285934,23.8713226,7.61107635,24.27269,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,115.234375,4.8828125,28,17.4987183
05/06/2022 23:20:55,10.9375,26.5625,14.84375,19.53125,17.96875,63,70,61,65,70,3409.72168,3409.72168,3409.72168,3409.72168,27.003046,14.5706749,0.09942481,1.44513655,100.285934,23.92015,7.626644,24.257122,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,17.4987183
05/06/2022 23:20:56,16.40625,42.96875,13.28125,11.71875,21.09375,64,78,62,63,78,3510.00732,3409.72144,3510.00732,3409.72144,27.0630684,14.6334209,0.09923894,1.4647789,100.285927,23.9624176,7.64012146,24.2436447,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,100.585938,4.8828125,28,17.4987183
05/06/2022 23:20:57,17.1875,44.53125,17.96875,19.53125,24.8046875,64,70,62,66,70,902.5733,902.5733,902.5733,802.2874,27.01913,14.563426,0.0909474045,1.5017308,100.285927,23.9651413,7.640991,24.242775,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,94.72656,5.859375,28,17.4987183
05/06/2022 23:20:58,35.15625,20.3125,18.75,18.75,23.2421875,66,66,69,62,69,3409.723,3510.00879,3409.723,3409.723,25.540041,13.0376434,0.09237128,1.63455117,100.285965,21.876358,6.975006,24.90876,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,28,17.4987183
05/06/2022 23:20:59,14.84375,5.46875,3.125,3.125,6.640625,56,59,57,55,58,802.287048,802.287048,802.287048,3409.71973,16.67983,4.497319,0.08507009,1.27586854,100.285881,21.8629379,6.97073,24.9130363,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,17.4987183
05/06/2022 23:21:00,6.25,5.46875,4.6875,10.15625,6.640625,57,61,58,57,61,902.5734,902.5734,902.5734,902.5734,18.7280331,5.854739,0.6749822,1.40807867,100.285934,21.99839,7.013916,24.86985,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,95.703125,3.90625,28,17.5019989
05/06/2022 23:21:01,21.09375,30.46875,29.6875,16.40625,24.4140625,65,67,68,65,68,3409.72363,3409.72363,3409.72363,3409.72363,31.06523,16.0658417,2.45429921,2.12263227,100.285988,21.937233,6.99441528,24.88935,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,102.539063,5.859375,28,17.5019989
05/06/2022 23:21:02,17.1875,20.3125,23.4375,26.5625,21.875,64,66,68,64,68,3409.722,3409.722,3409.722,3409.722,26.6996384,14.6911068,0.0942483544,1.638715,100.285934,21.8680267,6.972351,24.9114151,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,114.257813,4.8828125,28,17.5019989
05/06/2022 23:21:03,19.53125,20.3125,17.96875,19.53125,19.3359375,66,71,64,66,71,3409.721,3409.721,3409.721,3409.721,28.1363029,16.01489,0.09418086,1.67483437,100.285912,21.8708649,6.973255,24.910511,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,104.492188,4.8828125,28,17.5019989
05/06/2022 23:21:04,13.28125,24.21875,20.3125,25,20.703125,65,66,68,63,68,3409.72168,3409.72168,3409.72168,3510.00757,27.3379936,15.3926678,0.08884841,1.61079681,100.285934,21.862442,6.97056961,24.9131966,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,28,17.5019989
05/06/2022 23:21:05,14.0625,21.875,24.21875,18.75,19.7265625,65,67,69,64,69,3409.723,3409.723,3409.723,3510.009,27.70757,15.240696,0.0930748,1.67928517,100.285973,21.8406067,6.963608,24.9201584,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,94.72656,4.8828125,28,17.5019989
05/06/2022 23:21:06,39.84375,35.15625,23.4375,23.4375,30.46875,84,68,66,63,84,3409.72144,3409.72144,3409.72144,3409.72144,30.1369362,17.5562611,0.170916274,1.70204127,100.285927,21.8994522,6.98236847,24.9013977,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,122.070313,5.859375,28,17.5019989
05/06/2022 23:21:07,43.75,14.0625,6.25,6.25,17.578125,82,68,65,62,81,3409.72217,3409.72217,3409.72217,3409.72217,27.48974,14.9773731,0.100045033,1.671262,100.28595,21.95295,6.999428,24.8843384,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,121.09375,5.859375,28,17.5019989
05/06/2022 23:21:08,28.125,32.03125,22.65625,21.09375,25.9765625,65,68,83,62,83,3409.722,3409.722,3409.722,3409.722,29.2379265,16.5606689,0.283640832,1.60130632,100.285942,21.4878159,6.851124,25.0326424,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,122.070313,5.859375,28,17.5019989
05/06/2022 23:21:09,22.65625,21.875,35.15625,18.75,24.609375,75,73,69,69,77,3409.721,3409.721,3409.721,3409.721,30.8981285,18.5372276,0.0281177126,1.479345,100.285912,21.564415,6.87554932,25.0082169,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,107.421875,4.8828125,28,17.5019989
05/06/2022 23:21:10,28.90625,43.75,26.5625,20.3125,29.8828125,64,82,60,62,82,3409.72217,3409.72217,3409.72217,3409.72217,29.6106529,17.1933937,0.0556083545,1.4839102,100.28595,21.5751953,6.87898636,25.00478,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,129.882813,5.859375,28,17.5019989
05/06/2022 23:21:11,18.75,46.875,16.40625,8.59375,22.65625,65,81,63,64,81,3409.722,3409.722,3510.00781,3409.722,27.9271431,15.7658567,0.0179899763,1.37133253,100.285934,21.5992737,6.88666153,24.9971046,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,115.234375,5.859375,28,17.5019989
05/06/2022 23:21:12,17.96875,39.0625,9.375,9.375,18.9453125,63,79,61,63,75,3409.72046,3409.72046,3510.00635,3409.72046,27.0846024,14.86071,0.118843317,1.40590143,100.2859,21.6584854,6.90554047,24.9782257,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,28,17.5019989
05/06/2022 23:21:13,25.78125,33.59375,15.625,20.3125,23.828125,64,77,62,63,77,3610.29565,3409.72363,3510.00977,3409.72363,27.6027527,15.2707033,0.06457834,1.42208564,100.285988,21.6917572,6.916149,24.967617,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,28,17.5019989
05/06/2022 23:21:14,20.3125,27.34375,25,27.34375,25,77,73,67,69,72,3409.72168,902.5734,1704.86084,1704.86084,29.16081,16.9683056,0.04090428,1.42401421,100.285934,21.719635,6.92503738,24.9587288,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,91.796875,4.8828125,28,17.5019989
05/06/2022 23:21:15,32.8125,38.28125,30.46875,22.65625,31.0546875,76,71,73,64,76,3409.72168,3409.72168,3409.72168,3409.72168,30.79588,18.47674,0.007622925,1.51069164,100.285927,21.7666016,6.94001,24.9437561,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,28,17.5019989
05/06/2022 23:21:16,34.375,33.59375,19.53125,17.96875,26.3671875,82,70,68,65,82,3409.72168,3409.72168,3409.72168,3409.72168,30.0351582,17.7872066,0,1.2895596,100.285934,21.8200378,6.95705032,24.9267159,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,126.953125,4.8828125,28,17.5019989
05/06/2022 23:21:17,40.625,39.84375,39.84375,43.75,41.015625,67,66,64,62,67,3409.72144,3409.72144,3409.72144,3409.72144,34.4317436,22.07149,0,1.584861,100.285927,21.893013,6.980316,24.90345,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,97.65625,4.8828125,28,17.5019989
05/06/2022 23:21:18,42.96875,52.34375,36.71875,35.9375,41.9921875,73,74,68,72,77,3409.72217,3409.72217,3409.72217,3409.72217,34.750618,22.1610756,0.138031736,1.87190127,100.28595,22.0042419,7.0157814,24.8679848,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,116.210938,4.8828125,28,17.5019989
05/06/2022 23:21:19,41.40625,57.03125,50,53.90625,50.5859375,84,82,82,74,83,3409.72168,3409.72168,3409.72168,3409.72168,40.78776,28.2807369,0,1.933384,100.285927,22.2020721,7.07885742,24.8049088,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,106.445313,5.859375,28,17.5019989
05/06/2022 23:21:20,66.69471,73.07692,72.30769,73.8461456,71.48137,84,82,83,77,85,3309.43628,3309.43628,3409.72217,3409.72217,41.7491951,29.3096619,0,1.86276281,100.28595,22.3576126,7.12844849,24.7553177,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,74.21875,4.8828125,28,17.5019989
05/06/2022 23:21:21,51.8725166,56.349205,50.7936478,38.8888855,49.47607,68,74,81,66,79,3409.72046,3409.72046,3409.72046,3409.72046,33.7528229,21.4414749,0,1.56646729,100.2859,22.4461823,7.15668869,24.7270775,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,82.03125,5.859375,28,17.5019989
05/06/2022 23:21:22,45.3125,45.3125,32.8125,20.3125,35.9375,81,79,68,68,83,3409.72241,3409.72241,3409.72241,3409.72241,33.7887535,21.40267,0,1.57277226,100.285957,22.42495,7.1499176,24.7338486,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,133.789063,5.859375,28,17.5019989
05/06/2022 23:21:23,18.75,27.34375,25,28.90625,25,64,66,75,65,75,3409.72241,3409.72241,3510.0083,3510.0083,28.7628536,16.6634865,0,1.370928,100.285957,22.49659,7.17276,24.7110062,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,100.585938,5.859375,28,17.5019989
05/06/2022 23:21:24,10.15625,7.03125,14.84375,38.28125,17.578125,72,67,64,67,71,3409.72168,3510.00757,3610.29346,3409.72168,26.7531719,14.8221855,0,1.228324,100.285934,22.5074539,7.17622375,24.7075424,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,116.210938,5.859375,28,17.5019989
05/06/2022 23:21:25,12.5,12.5,18.75,14.84375,14.6484375,57,60,58,58,60,2707.719,2106.00366,1504.28833,1203.43066,21.490572,9.826943,0,1.21304882,100.285889,22.4780884,7.16686249,24.7169037,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,28,17.5019989
05/06/2022 23:21:26,5.46875,6.25,5.46875,2.34375,4.8828125,56,58,55,56,58,902.5733,902.5733,902.5733,3409.72144,14.8221741,3.4674716,0,1.10881627,100.285927,22.5160522,7.17896652,24.7048,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,28,17.5019989
05/06/2022 23:21:27,7.8125,7.03125,0,0.78125,3.90625,56,58,55,55,57,3309.436,2406.86255,1805.147,902.5735,14.9548092,3.53124881,0,1.10213983,100.285942,22.5122757,7.177761,24.7060051,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,133.789063,5.859375,28,17.5019989
05/06/2022 23:21:28,1.5625,4.6875,6.25,3.90625,4.1015625,56,58,56,55,59,3209.15137,2908.29346,902.573853,902.573853,15.82646,4.387914,0,1.09910214,100.28598,22.475296,7.16597,24.7177963,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,121.09375,5.859375,28,17.5019989
05/06/2022 23:21:29,7.8125,5.46875,1.5625,3.125,4.4921875,55,58,55,56,58,3008.57813,2406.86255,1504.28906,902.5734,14.796895,3.44247866,0,1.07876658,100.285934,22.5024185,7.174618,24.7091484,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,144.53125,5.859375,28,17.5019989
05/06/2022 23:21:30,3.90625,10.15625,5.46875,9.375,7.2265625,54,57,55,55,57,902.5729,902.5729,802.287,902.5729,14.7580013,3.30942035,0,1.07206571,100.285873,22.5013351,7.17427444,24.7094917,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,110.351563,5.859375,28,17.5008316
05/06/2022 23:21:31,7.03125,4.6875,6.25,1.5625,4.8828125,55,56,55,54,57,902.573,802.2871,802.2871,802.2871,14.8167372,3.486392,0,1.099278,100.285889,22.5007553,7.17408752,24.7096786,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,132.8125,5.859375,28,17.5008316
05/06/2022 23:21:32,5.46875,5.46875,2.34375,4.6875,4.4921875,54,57,55,54,56,802.2879,802.2879,802.2879,802.2879,14.5576963,3.2764442,0,1.102636,100.285988,22.50206,7.17450333,24.7092628,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,28,17.5008316
05/06/2022 23:21:33,10.2318525,3.125,3.125,0.78125,4.315776,54,57,54,54,56,802.2876,802.2876,802.2876,802.2876,14.5358763,3.21858788,0,1.07322955,100.28595,22.5007629,7.17409134,24.7096748,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,28,17.5008316
05/06/2022 23:21:34,3.125,4.6875,2.34375,3.90625,3.515625,54,56,54,54,56,802.2874,802.2874,802.2874,802.2874,14.613904,3.30427718,0,1.06224453,100.285927,22.5000763,7.17387,24.7098961,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,28,17.5008316
05/06/2022 23:21:35,2.3317337,13.28125,0,3.90625,4.87980843,54,56,54,53,56,802.2875,902.5734,902.5734,902.5734,14.6680851,3.278576,0,1.07082736,100.285934,22.4999619,7.17383575,24.70993,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,17.5008316
05/06/2022 23:21:36,7.03125,7.03125,3.90625,0.78125,4.6875,54,56,54,53,56,902.5734,802.2875,902.5734,902.5734,14.8643513,3.58170629,0,1.10119486,100.285934,22.4975586,7.173069,24.7106972,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,17.5008316
05/06/2022 23:21:37,8.59375,3.125,2.34375,0.78125,3.7109375,54,55,54,53,56,802.2874,802.2874,802.2874,802.2874,14.81611,3.47809863,0,1.10146308,100.285927,22.4969559,7.17287827,24.7108879,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,28,17.5008316
