,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Host Writes to Controller","Host Reads","Temperature","Used Space"
05/04/2020 19:19:46,28.125,24.21875,27.34375,28.90625,27.1484375,54,56,55,52,56,1504.28906,1504.28906,1504.28906,1203.43127,14.13153,12.2155809,0.0258104,0.6787586,100.285942,59.6795349,4.70723724,3.18028641,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:47,17.96875,13.28125,17.1875,14.0625,15.625,53,53,52,50,54,2106.005,2106.005,2106.005,2106.005,8.85201,6.97993326,0.0356591754,0.5462254,100.28595,59.6896858,4.70803833,3.17948532,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:48,15.625,14.84375,17.96875,8.59375,14.2578125,52,53,52,50,53,902.5734,902.5734,902.5734,902.5734,9.907175,8.043324,0.0311396345,0.5305973,100.285934,59.70294,4.70908356,3.17844,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:49,21.09375,18.75,12.5,13.28125,16.40625,53,53,60,51,60,3510.00977,3510.00977,3510.00977,3510.00977,8.287329,6.43224764,0.0264803786,0.51530695,100.285995,59.6310234,4.703411,3.18411255,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:50,11.71875,13.28125,15.724206,7.83730125,12.1403751,53,54,52,50,54,3510.00757,3610.29346,3610.29346,3309.43555,9.07826,7.21733665,0.0267971959,0.531621754,100.285927,59.583,4.699623,3.18790054,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:51,5.46875,6.25,5.44471169,3.8942337,5.26442528,49,51,50,48,51,802.2874,802.2874,802.2874,902.573364,3.81011939,2.012174,0.00259853667,0.408151537,100.285927,59.56781,4.69842529,3.18909836,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:52,17.4107132,12.5,7.8125,4.6875,10.6026764,51,53,52,49,53,3610.29736,3309.43921,3309.43921,3309.43921,8.31187,6.45785952,0.0318203047,0.4954612,100.286041,59.67407,4.706806,3.18071747,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:53,8.59375,9.375,3.90625,7.03125,7.2265625,51,52,51,49,52,3610.29248,3309.43457,3309.43457,3309.43457,5.93329668,4.109682,0.0156939663,0.465506256,100.2859,59.6815147,4.70739365,3.18013,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:54,11.6346121,10.9375,8.59375,8.59375,9.939903,52,54,51,49,54,3610.29688,3610.29688,3610.29688,3610.29688,6.815069,4.978978,0.01740859,0.488714337,100.286026,59.6185951,4.70243073,3.185093,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:55,10.9375,12.5,7.849705,7.03125,9.579611,50,52,50,48,52,802.287048,802.287048,802.287048,802.287048,6.586019,4.72885561,0.03167331,0.4929351,100.285881,59.81258,4.71773148,3.16979218,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:56,10.15625,11.71875,7.00721169,8.59375,9.368992,50,51,50,48,52,1303.71753,1303.71753,1704.86145,1704.86145,7.060002,5.21683168,0.0244516339,0.4918099,100.285965,59.70647,4.709362,3.17816162,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:57,7.8125,7.03125,7.83730125,6.299603,7.245159,50,52,50,48,52,902.5736,902.5736,902.5736,902.5736,5.36828136,3.54558277,0.0234565623,0.423884779,100.285957,59.6498337,4.704895,3.18262863,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:58,9.375,4.6875,9.375,3.90625,6.8359375,52,64,53,50,64,3510.01,3510.01,3409.72388,3610.296,5.06516647,3.2711916,0.0116241556,0.401804358,100.285995,59.6243,4.702881,3.18464279,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:19:59,8.59375,7.8125,7.78846169,5.420673,7.40385056,50,51,49,48,52,2908.2937,2908.2937,2908.2937,2908.2937,5.349603,3.5397656,0.0123467809,0.419978559,100.285988,59.5809669,4.699463,3.18806076,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:00,7.8125,7.03125,1.5625,6.25,5.6640625,51,51,50,48,51,2507.148,2507.148,2507.148,2507.148,4.7081,2.883869,0.0136707928,0.470032245,100.285919,59.7566223,4.713318,3.17420578,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:01,9.499007,7.8125,7.10565472,5.46875,7.471478,49,51,49,48,51,902.573364,902.573364,802.2874,802.2874,5.052966,3.219478,0.0278303865,0.436193675,100.285927,59.7400856,4.71201324,3.17551041,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:02,13.89423,3.90625,4.6875,3.125,6.40324354,48,50,48,47,51,802.287537,802.287537,802.287537,802.287537,4.64886045,2.82850885,0.0249495935,0.418692946,100.285942,59.7303123,4.71124268,3.176281,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:03,10.15625,4.6875,5.432689,3.125,5.850363,49,51,48,47,51,1203.432,1203.432,902.574,902.574,5.045474,3.23159027,0.0216630623,0.413066834,100.285995,59.6297646,4.703312,3.18421173,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:04,9.474206,12.5,10.15625,10.15625,10.5716763,51,59,52,49,59,3510.0105,3610.29663,3710.58252,3710.58252,6.90407753,5.085149,0.0230174586,0.4348285,100.286018,59.61995,4.70253754,3.184986,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:05,12.4038458,13.28125,7.03125,7.8125,10.1322117,52,55,53,50,55,3510.00781,3510.00781,3510.00781,3610.2937,7.92940474,6.11696768,0.006348505,0.4451889,100.285934,59.6136131,4.702038,3.18548584,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:06,10.15625,13.28125,7.8125,3.93105149,8.795261,49,51,50,48,51,902.573,902.573,902.573,902.573,7.149294,5.32409239,0.017720405,0.451839656,100.285889,59.60036,4.70099258,3.186531,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:07,28.125,13.28125,10.1934547,10.9375,15.6342983,53,54,53,51,55,3008.581,2707.72314,2707.72314,2707.72314,17.0443363,8.240955,0.0240708143,0.436207145,100.286041,59.5990067,4.700886,3.18663788,43,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:08,11.71875,24.21875,29.6875,14.84375,20.1171875,61,59,76,55,76,3409.723,3610.295,3409.723,3409.723,24.4349575,12.3217916,0.0154424477,0.5457349,100.285973,59.5960541,4.700653,3.18687057,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:09,12.5,38.28125,24.21875,30.3966351,26.3491573,59,71,60,65,71,3409.72266,3409.72266,3510.00854,3409.72266,28.95492,16.8467445,0.00708087534,0.492426038,100.285957,59.5564957,4.69753265,3.189991,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:10,37.5,22.755455,30.46875,18.812,27.3840542,68,70,66,57,70,3510.00854,3409.72266,3510.00854,3409.72266,29.8447,17.6990013,0.03798947,0.5421745,100.285957,59.6957855,4.708519,3.17900467,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
05/04/2020 19:20:11,17.96875,25.6370182,19.4110565,7.7524066,17.6923027,62,60,63,53,63,3409.72217,3409.72217,3510.008,3510.008,23.2013855,11.0611315,0.0282342825,0.492483944,100.285942,59.63112,4.70341873,3.184105,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
